report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0050,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,stable,107,"at cedar ridge station in the lifting pad, the operator prepared pressure testing during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0050 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0050 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0051,Working at height,LSR09,none,working_at_height-cohort-2,high,declining,83,"at frostline depot in the maintenance platform, the supervisor prepared drilling during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0051 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0052,Working at height,LSR09,Confined space,working_at_height-cohort-1,high,rising,106,"at aurora basin in the maintenance platform, the driver prepared electrical maintenance during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. a secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0052 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0053,Working at height,LSR09,none,working_at_height-cohort-2,high,stable,85,"at delta point facility in the maintenance platform, the operator prepared valve maintenance during the isolation check stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0053 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0054,Working at height,LSR09,none,working_at_height-cohort-1,high,rising,84,"at aurora basin in the maintenance platform, the driver prepared pressure testing during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0054 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0055,Working at height,LSR09,none,working_at_height-cohort-2,high,declining,84,"at echo valley works in the maintenance platform, the rigger prepared driving during the task execution stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0055 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0056,Working at height,LSR09,Hot work,working_at_height-cohort-1,high,rising,106,"at aurora basin in the maintenance platform, the driver prepared mechanical lifting during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. a secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0056 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0057,Working at height,LSR09,none,working_at_height-cohort-2,high,rising,83,"at aurora basin in the maintenance platform, the operator prepared driving during the equipment positioning stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0057 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0058,Working at height,LSR09,none,working_at_height-cohort-2,high,rising,84,"at blue mesa yard in the maintenance platform, the rigger prepared driving during the task execution stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0058 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0059,Working at height,LSR09,none,working_at_height-cohort-2,high,stable,85,"at cedar ridge station in the maintenance platform, the operator prepared electrical maintenance during the equipment positioning stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0059 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0060,Working at height,LSR09,Mechanical lifting,working_at_height-cohort-1,high,stable,106,"at cedar ridge station in the maintenance platform, the inspector prepared drilling during the equipment positioning stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. a secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0060 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0061,Confined space,LSR02,none,confined_space-cohort-2,high,rising,91,"at blue mesa yard in the vessel entry station, the supervisor prepared inspection during the isolation check stage. the equipment was isolated vessel, gas monitor, and ventilation fan. the confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. the expected entry permit, gas test, attendant, and rescue plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0061 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
