report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0056,2026-09-08,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the maintenance platform, the driver prepared mechanical lifting during the pre-job setup stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. A secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0056 was logged.",synthetic_judge_demo_v0_1
DEMO500-0057,2026-08-28,Aurora Basin,Driving,Incident,"At Aurora Basin in the maintenance platform, the operator prepared driving during the equipment positioning stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0057 was logged.",synthetic_judge_demo_v0_1
DEMO500-0058,2026-09-09,Blue Mesa Yard,Driving,Near Miss,"At Blue Mesa Yard in the maintenance platform, the rigger prepared driving during the task execution stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0058 was logged.",synthetic_judge_demo_v0_1
DEMO500-0059,2026-08-14,Cedar Ridge Station,Electrical Maintenance,Near Miss,"At Cedar Ridge Station in the maintenance platform, the operator prepared electrical maintenance during the equipment positioning stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0059 was logged.",synthetic_judge_demo_v0_1
DEMO500-0060,2026-07-30,Cedar Ridge Station,Drilling,Near Miss,"At Cedar Ridge Station in the maintenance platform, the inspector prepared drilling during the equipment positioning stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. A secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0060 was logged.",synthetic_judge_demo_v0_1
DEMO500-0061,2026-09-10,Blue Mesa Yard,Inspection,Incident,"At Blue Mesa Yard in the vessel entry station, the supervisor prepared inspection during the isolation check stage. The equipment was isolated vessel, gas monitor, and ventilation fan. The confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. The expected entry permit, gas test, attendant, and rescue plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0061 was logged.",synthetic_judge_demo_v0_1
DEMO500-0062,2026-08-06,Echo Valley Works,Driving,Near Miss,"At Echo Valley Works in the lifting pad, the driver prepared driving during the pre-job setup stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0062 was logged. The crane, hoist, and rigging failed while the load was lifted. Demo sequence 0062 was logged.",synthetic_judge_demo_v0_1
DEMO500-0063,2026-08-10,Cedar Ridge Station,Electrical Maintenance,Unsafe Act,"At Cedar Ridge Station in the tie-in work front, the inspector prepared electrical maintenance during the task execution stage. The equipment was work package, permit board, and process line. Work began without a valid permit after the authorization changed. the technician was at the work front while conditions were not authorized. The expected valid permit, scope check, and authorization handover was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0063 was logged.",synthetic_judge_demo_v0_1
DEMO500-0064,2026-07-29,Echo Valley Works,Driving,Near Miss,"At Echo Valley Works in the workshop aisle, the rigger prepared driving during the post-task check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0064 was logged.",synthetic_judge_demo_v0_1
DEMO500-0065,2026-08-10,Delta Point Facility,Pressure Testing,Incident,"At Delta Point Facility in the pipe rack laydown area, the supervisor prepared pressure testing during the pre-job setup stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0065 was logged.",synthetic_judge_demo_v0_1
DEMO500-0066,2026-07-20,Echo Valley Works,Electrical Maintenance,Near Miss,"At Echo Valley Works in the fabrication bay, the inspector prepared electrical maintenance during the task execution stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0066 was logged.",synthetic_judge_demo_v0_1
