candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-2024054307,OSHA_SIR,2024054307,An employee was using a sledgehammer to loosen a hammer union. The employee's sledgehammer missed the hammer union causing him to lose his balance and fall on the ground. The employee sustained a fractured wrist.,NON_SIF_POTENTIAL,0.96,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2025032196,OSHA_SIR,2025032196,"An employee was walking in a saturated area and was sinking. While balancing himself, his right ring finger was caught in a pinch point on the pipelayer. The employee sustained an amputation to the middle and distal phalanges of the right ring finger (above the middle knuckle).",NON_SIF_POTENTIAL,0.86,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.860000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024076349,OSHA_SIR,2024076349,"Two employees were carrying a drill bit and installation tool to the center of a drilling rig floor. One of them slipped and fell, and the drill bit and installation tool landed on his left hand. He suffered an open fracture and partial amputation of the last joint of the little finger, as well as a laceration to the ring finger.",NON_SIF_POTENTIAL,0.84,Hand-carried tool or component,Dropped item landed on the worker's hand,Manual-handling control failed,Localized hand injury,The carried item struck only the hand and no credible fatal or whole-body escalation is described.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024010071,OSHA_SIR,2024010071,"An employee was parking his company vehicle. As he stepped out of the truck, the employee stepped on a patch of ice, slipped, and fell to the ground. The employee suffered a lower right leg fracture.",NON_SIF_POTENTIAL,0.97,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024065117,OSHA_SIR,2024065117,"An employee was working from an aerial lift to remove test equipment from an elevated stack. The aerial lift basket got stuck on something and the basket flipped, causing the employee to fall 25 feet to the ground. The employee sustained a fractured sternum, a left ankle injury, and injuries to both knees. The employee was wearing a fall harness and was connected, but slipped out of the harness.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2025021221,OSHA_SIR,2025021221,"An employee was on a 4-foot podium ladder when the wind blew it over. He fell, and his left middle fingertip was amputated.",NON_SIF_POTENTIAL,0.82,Low-level fall,Worker fell less than about six feet,Footing or access control failed,Ordinary fall injury without established SIF energy,The low fall height and described geometry do not establish credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.820000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024098218,OSHA_SIR,2024098218,"An employee was standing on the edge of a 12' benched trench when the side collapsed and he fell into the trench. His legs were buried and he sustained a fractured pelvis and fractures to his left femur, tibia, and fibula.",SIF_POTENTIAL,0.98,Collapse at a deep trench edge,Worker fell into and was partly buried by a 12-foot trench,Setback and cave-in protection failed,"Fatal burial, crushing, or fall trauma",Collapse of the deep trench edge exposed the worker to both a serious fall and potential burial.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.98,"Excavation collapse, engulfment, or burial energy",Personnel were inside or at the edge of the collapse zone,"Shoring, sloping, stability, or exclusion control failed","Credible fatal engulfment, asphyxiation, or crush trauma",Personnel exposure to excavation collapse or engulfment supports a credible fatal consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.980000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20251010185,OSHA_SIR,20251010185,An employee was working as a fire watch. The employee was exposed to anhydrous ammonia and was not able to see while climbing down a ladder due to eye irritation. The employee fell and was hospitalized for a broken ankle.,SIF_POTENTIAL,0.91,Anhydrous ammonia exposure while on ladder,Eye irritation impaired the worker during descent,Chemical containment and safe egress controls failed,"Toxic inhalation, blindness, or serious fall","Ammonia exposure impaired vision while the worker was on a ladder, combining toxic and fall hazards.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Toxic, corrosive, or oxygen-displacing substance",Personnel inhaled or directly contacted the released substance,"Containment, isolation, ventilation, or respiratory protection failed","Credible fatal poisoning, asphyxiation, or life-altering chemical injury",The hazardous substance exposure supports a credible fatal or life-altering toxic consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2025032450,OSHA_SIR,2025032450,"At 12:00 p.m. on March 14, 2025, an employee was operating a valve when it broke. This caused him to lose his balance and fall backward. He landed on a strip of metal and his right index finger was pinched between the metal and his leg. The weight of his leg and the impact from falling caused the amputation of his fingertip.",NON_SIF_POTENTIAL,0.91,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024065810,OSHA_SIR,2024065810,"An employee was using a safety can to fuel a 4"" trash pump with gasoline. The fuel ignited and the employee sustained burns to their arms and hands.",SIF_POTENTIAL,0.84,Ignited gasoline during fueling,Worker was next to the burning fuel,Fuel-transfer and ignition controls failed,Escalating burns or clothing ignition,"Gasoline ignited during transfer with the worker in immediate proximity, allowing credible life-altering burn escalation.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20241110910,OSHA_SIR,20241110910,"An employee was responding to a gas leak on a second-stage piping that contained natural gas. After identifying the leak, he began to walk toward his truck when the pipe ruptured, causing a fire. The employee sustained second- and third-degree burns to his ears, neck, back, and arms.",SIF_POTENTIAL,0.99,Flammable gas explosion or flash fire,Worker was within the blast and flame area,"Leak detection, containment, or ignition control failed","Fatal blast, burns, or structural injury","Accumulated or leaking gas ignited around personnel, creating credible fatal blast and burn exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20231211334,OSHA_SIR,20231211334,"An employee was diagnosing an alarm on a compressor skid. They were changing out a liquid level switch on the natural gas compressor system when there was a flash fire/explosion. The employee sustained burns to their face and ear, and severe burns to both hands. The employee was hospitalized.",SIF_POTENTIAL,0.99,Flammable gas explosion or flash fire,Worker was within the blast and flame area,"Leak detection, containment, or ignition control failed","Fatal blast, burns, or structural injury","Accumulated or leaking gas ignited around personnel, creating credible fatal blast and burn exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2024054058,OSHA_SIR,2024054058,"An employee was burned on the hands, left elbow, face, neck, back, and knee during a flash fire in the gas processing unit (GPU) while it was being brought back online after equipment had been installed.",SIF_POTENTIAL,0.98,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
